School Name,Division Name,Bachelors_Percent,Masters_Percent,Doctoral_Percent
White Oaks Elementary,Fairfax County Public Schools,24.0,76.0,0.0
White Oaks Elementary,Virginia Beach City Public Schools,50.0,44.0,0.0
Whitman Middle,Fairfax County Public Schools,37.0,61.0,0.0
Widewater Elementary,Stafford County Public Schools,40.0,44.0,0.0
Wilbur S. Pence Middle,Rockingham County Public Schools,47.0,52.0,0.0
Wilderness Elementary,Spotsylvania County Public Schools,42.0,58.0,0.0
Willard Elementary,Norfolk City Public Schools,44.0,50.0,2.0
Willard Middle,Loudoun County Public Schools,29.0,69.0,2.0
William Byrd High,Roanoke County Public Schools,39.0,61.0,0.0
William Byrd Middle,Roanoke County Public Schools,50.0,49.0,0.0
William Campbell High,Campbell County Public Schools,57.0,39.0,0.0
William E. Waters Middle,Portsmouth City Public Schools,47.0,44.0,1.0
William Fleming High,Roanoke City Public Schools,39.0,52.0,1.0
William Fox Elementary,Richmond City Public Schools,33.0,67.0,0.0
William H. Ruffner Middle,Norfolk City Public Schools,49.0,37.0,0.0
William H. Wetsel Middle,Madison County Public Schools,50.0,43.0,3.0
William M. Bass Elementary,Lynchburg City Public Schools,65.0,35.0,0.0
William Mason Cooper Elementary,Hampton City Public Schools,44.0,52.0,0.0
William Monroe High,Greene County Public Schools,40.0,53.0,1.0
William Monroe Middle,Greene County Public Schools,49.0,49.0,0.0
William Ramsay Elementary,Alexandria City Public Schools,31.0,59.0,5.0
Williams Elementary,Virginia Beach City Public Schools,49.0,44.0,0.0
Williamsburg Middle,Arlington County Public Schools,23.0,73.0,1.0
Willis A. Jenkins Elementary,Newport News City Public Schools,24.0,68.0,0.0
Willis Elementary,Floyd County Public Schools,68.0,16.0,0.0
Willow Springs Elementary,Fairfax County Public Schools,19.0,78.0,3.0
Wilson Elementary,Augusta County Public Schools,54.0,44.0,0.0
Wilson Memorial High,Augusta County Public Schools,44.0,54.0,0.0
Wilson Middle,Augusta County Public Schools,48.0,45.0,0.0
Winding Creek Elementary,Stafford County Public Schools,50.0,48.0,0.0
Windsor Elementary,Isle of Wight County Public Schools,38.0,53.0,2.0
Windsor High,Isle of Wight County Public Schools,44.0,48.0,0.0
Windsor Oaks Elementary,Virginia Beach City Public Schools,46.0,49.0,3.0
Windsor Woods Elementary,Virginia Beach City Public Schools,55.0,40.0,0.0
Windy Gap Elementary,Franklin County Public Schools,48.0,52.0,0.0
Winterpock Elementary,Chesterfield County Public Schools,39.0,61.0,0.0
Wise Primary,Wise County Public Schools,56.0,42.0,3.0
Wolftrap Elementary,Fairfax County Public Schools,35.0,63.0,2.0
Woodberry Hills Elementary,Danville City Public Schools,45.0,48.0,0.0
Woodbridge High,Prince William County Public Schools,38.0,59.0,1.0
Woodbridge Middle,Prince William County Public Schools,35.0,61.0,1.0
Woodbrook Elementary,Albemarle County Public Schools,28.0,70.0,0.0
Woodburn Elementary,Fairfax County Public Schools,21.0,77.0,2.0
Woodgrove High,Loudoun County Public Schools,22.0,74.0,4.0
Woodlawn Elementary,Fairfax County Public Schools,30.0,63.0,0.0
Woodley Hills Elementary,Fairfax County Public Schools,39.0,56.0,2.0
Woodrow Wilson Middle,Roanoke City Public Schools,44.0,44.0,1.0
Woodside High,Newport News City Public Schools,33.0,50.0,1.0
Woodson High,Fairfax County Public Schools,25.0,72.0,2.0
Woodstock Elementary,Virginia Beach City Public Schools,38.0,62.0,0.0
Woodville Elementary,Richmond City Public Schools,66.0,28.0,0.0
Woolridge Elementary,Chesterfield County Public Schools,41.0,58.0,0.0
Woolwine Elementary,Patrick County Public Schools,50.0,50.0,0.0
Yellow Branch Elementary,Campbell County Public Schools,38.0,55.0,0.0
York High,York County Public Schools,42.0,52.0,4.0
York River Academy,York County Public Schools,47.0,47.0,0.0
Yorkshire Elementary,Prince William County Public Schools,37.0,63.0,0.0
Yorktown Elementary,York County Public Schools,47.0,51.0,0.0
Yorktown High,Arlington County Public Schools,22.0,75.0,1.0
Yorktown Middle,York County Public Schools,30.0,65.0,2.0
Yowell Elementary,Culpeper County Public Schools,53.0,45.0,0.0
Yuma Elementary,Scott County Public Schools,58.0,37.0,0.0
